Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
QUICK STOP #1,"Average ""QUICK STOP #1"" Rating: n/a",Snack Bar,2413 Ne 28th St,76106,5,12/29/2015,75
QUICK STOP FOOD MART,"Average ""QUICK STOP FOOD MART"" Rating: n/a",Grocery Store -- Retail,3416 E Belknap St,76111,2,07/09/2015,97
QUICK STUFF,"Average ""QUICK STUFF"" Rating: n/a",Grocery Store -- Retail,3000 Basswood Blvd,76137,2,02/04/2015,97
QUICK TRACK,"Average ""QUICK TRACK"" Rating: n/a",Snack Bar,4920 Bryant Irvin Rd,76132,4,09/20/2015,97
QUICK TRACK #36,"Average ""QUICK TRACK #36"" Rating: n/a",Snack Bar,700 N Riverside Dr,76111,3,11/15/2015,88
QUICK TRACK #5,"Average ""QUICK TRACK #5"" Rating: n/a",Grocery Store -- Retail,801 E Allen Ave,76104,2,07/29/2015,91
QUICK TRIP #965,"Average ""QUICK TRIP #965"" Rating: n/a",Grocery Store -- Retail,3201 Golden Triangle Blvd,76177,4,12/24/2015,97
QUICK WAY FOOD STORE,"Average ""QUICK WAY FOOD STORE"" Rating: n/a",Grocery Store -- Retail,5375 Granbury Rd,76133,1,07/10/2015,97
QUICK WAY FOOD STORE #1,"Average ""QUICK WAY FOOD STORE #1"" Rating: n/a",Grocery Store -- Retail,6101 E Rosedale St,76112,5,01/02/2016,96
QUICK WAY FOODS #2,"Average ""QUICK WAY FOODS #2"" Rating: n/a",Grocery Store -- Retail,101 E Altamesa Blvd,76134,2,09/21/2015,96
QUICK WAY STORE #9,"Average ""QUICK WAY STORE #9"" Rating: n/a",Grocery Store -- Retail,6665 Randol Mill Rd,76112,2,01/27/2016,87
QUICK WOK,"Average ""QUICK WOK"" Rating: n/a",Restaurant,7800 Crowley Rd,76134,6,11/12/2015,80
QUICK ZIP GROCERY,"Average ""QUICK ZIP GROCERY"" Rating: n/a",Grocery Store -- Retail,7320 Camp Bowie West Blvd,76116,2,09/03/2015,97
QUICKWAY #10,"Average ""QUICKWAY #10"" Rating: n/a",Grocery Store -- Retail,6753 E Lancaster Ave,76112,8,02/08/2016,97
QUICKWAY FOOD STORE #1,"Average ""QUICKWAY FOOD STORE #1"" Rating: n/a",Grocery Store -- Retail,5133 Wichita St,76119,5,01/29/2016,97
QUIK PICK,"Average ""QUIK PICK"" Rating: n/a",Grocery Store -- Retail,4206 Benbrook Highway,76116,2,09/28/2015,82
QUIK SAM #1,"Average ""QUIK SAM #1"" Rating: n/a",Grocery Store -- Retail,1101 N Ohio Garden Rd,76114,1,03/18/2015,93
QUIK TRIP #861,"Average ""QUIK TRIP #861"" Rating: n/a",Grocery Store -- Retail,6601 Brentwood Stair Rd,76112,4,09/06/2015,100
QUIK TRIP #881,"Average ""QUIK TRIP #881"" Rating: n/a",Grocery Store -- Retail,2800 Alta Mere Dr,76116,4,01/06/2016,79
QUIK TRIP #954,"Average ""QUIK TRIP #954"" Rating: n/a",Grocery Store -- Retail,5101 Granbury Rd,76133,2,07/22/2015,100
QUIK WAY RA II #7559,"Average ""QUIK WAY RA II #7559"" Rating: n/a",Grocery Store -- Retail,3070 S University Dr,76109,2,09/23/2015,97
QUIKTRIP #871,"Average ""QUIKTRIP #871"" Rating: n/a",Snack Bar,1900 Altamesa Blvd,76134,4,09/10/2015,91
QUIKTRIP #873,"Average ""QUIKTRIP #873"" Rating: n/a",Grocery Store -- Retail,101 W Everman Pkwy,76134,3,12/16/2015,100
QUIKTRIP #877,"Average ""QUIKTRIP #877"" Rating: n/a",Grocery Store -- Retail,324 Clifford Center Dr,76108,4,09/09/2015,96
QUIKTRIP #882,"Average ""QUIKTRIP #882"" Rating: n/a",Grocery Store -- Retail,2501 Ne 28th St,76106,4,09/08/2015,100
QUIKTRIP #884,"Average ""QUIKTRIP #884"" Rating: n/a",Snack Bar,109 E Northside Dr,76164,4,12/29/2015,81
QUIKTRIP #885,"Average ""QUIKTRIP #885"" Rating: n/a",Grocery Store -- Retail,1101 Hemphill St,76104,5,12/21/2015,96
QUIKTRIP #918,"Average ""QUIKTRIP #918"" Rating: n/a",Grocery Store -- Retail,5700 Bryant Irvin Rd,76132,7,12/30/2015,97
QUIKTRIP #957,"Average ""QUIKTRIP #957"" Rating: n/a",Grocery Store -- Retail,12345 South Freeway,76028,4,07/08/2015,100
R Z SPORTS BAR & GRILL,"Average ""R Z SPORTS BAR & GRILL"" Rating: n/a",Lounge,8333 Sohi Dr,76137,6,09/23/2015,97
RACE TRAC #123,"Average ""RACE TRAC #123"" Rating: n/a",Snack Bar,1840 Eastchase Pkwy,76120,4,01/19/2016,94
RACE TRAC #240,"Average ""RACE TRAC #240"" Rating: n/a",Grocery Store -- Retail,7801 Crowley Rd,76134,4,03/09/2015,95
RACETRAC #473,"Average ""RACETRAC #473"" Rating: n/a",Snack Bar,3200 Alta Mere Dr,76116,6,07/19/2015,97
RACETRAC #494,"Average ""RACETRAC #494"" Rating: n/a",Snack Bar,620 E Berry St,76110,6,09/23/2015,94
RACETRAC #572,"Average ""RACETRAC #572"" Rating: n/a",Grocery Store -- Retail,5151 N Tarrant Pkwy,76244,2,02/07/2015,97
RACETRAC #690,"Average ""RACETRAC #690"" Rating: n/a",Snack Bar,951 Altamesa Blvd,76134,7,01/24/2016,97
RACEWAY,"Average ""RACEWAY"" Rating: n/a",Grocery Store -- Retail,6300 E Lancaster Ave,76112,2,01/12/2016,72
RACEWAY #711,"Average ""RACEWAY #711"" Rating: n/a",Grocery Store -- Retail,1005 N Beach St,76111,3,09/29/2015,94
RACEWAY #968,"Average ""RACEWAY #968"" Rating: n/a",Grocery Store -- Retail,900 E Seminary Dr,76115,3,06/13/2015,97
RACK DADDYS,"Average ""RACK DADDYS"" Rating: n/a",Restaurant,4701 Citylake Blvd W,76132,4,12/18/2015,83
RADISSON FT WORTH NORTH,"Average ""RADISSON FT WORTH NORTH"" Rating: n/a",Restaurant,2540 Meacham Blvd,76106,10,02/04/2016,94
RAFAIN BRAZILIAN STEAK HOUSE,"Average ""RAFAIN BRAZILIAN STEAK HOUSE"" Rating: n/a",Restaurant,2932 Crockett St,76107,5,10/02/2015,89
RAHR & SONS BREWING CO,"Average ""RAHR & SONS BREWING CO"" Rating: n/a",Lounge,701 Galveston Ave,76104,1,03/25/2015,94
RAIL CLUB THE,"Average ""RAIL CLUB THE"" Rating: n/a",Lounge,3101 Joyce Dr,76116,4,12/29/2015,91
RAILHEAD SMOKEHOUSE,"Average ""RAILHEAD SMOKEHOUSE"" Rating: n/a",Restaurant,2900 Montgomery St,76107,7,01/20/2016,94
RAINBOW FOOD,"Average ""RAINBOW FOOD"" Rating: n/a",Restaurant,1936 Mitchell Blvd,76105,9,11/03/2015,81
RAISING CANES,"Average ""RAISING CANES"" Rating: n/a",Restaurant,8801 North Freeway,76177,2,10/20/2015,93
RAISING CANES #90,"Average ""RAISING CANES #90"" Rating: n/a",Restaurant,5729 S Hulen St,76132,3,11/11/2015,87
RAISING CANES CHICKEN #94,"Average ""RAISING CANES CHICKEN #94"" Rating: n/a",Restaurant,1517 S University Dr,76107,3,08/29/2015,100
RAMEY MARKET,"Average ""RAMEY MARKET"" Rating: n/a",Meat Market -- Retail,5428 Ramey Ave,76105,5,08/17/2015,89
RAMSEY GROCERY,"Average ""RAMSEY GROCERY"" Rating: n/a",Grocery Store -- Retail,1201 E Ramsey Ave,76104,2,09/29/2015,97
RANCHERITA RESTAURANT,"Average ""RANCHERITA RESTAURANT"" Rating: n/a",Restaurant,328 W Bolt St,76110,6,01/09/2016,93
RANDIS 2 TO 2 LLC,"Average ""RANDIS 2 TO 2 LLC"" Rating: n/a",Lounge,3109 Alta Mere Dr,76116,2,02/01/2016,87
RANDIS KNOTTY PINE,"Average ""RANDIS KNOTTY PINE"" Rating: n/a",Lounge,3601 Williams Rd,76116,1,08/27/2015,94
RANDIS LAST RESORT,"Average ""RANDIS LAST RESORT"" Rating: n/a",Lounge,9716 Palo Pinto Rd,76116,1,04/03/2015,88
RAVE MOTION PICTURES,"Average ""RAVE MOTION PICTURES"" Rating: n/a",Snack Bar,2300 Green Oaks Rd,76116,8,08/19/2015,97
RAYS CORNER STORE,"Average ""RAYS CORNER STORE"" Rating: n/a",Grocery Store -- Retail,1945 8th Ave,76110,6,11/18/2015,86
RAYS SPORTSMAN CLUB,"Average ""RAYS SPORTSMAN CLUB"" Rating: n/a",Lounge,2101 N Main St,76106,2,08/03/2015,97
RAZZOOS,"Average ""RAZZOOS"" Rating: n/a",Restaurant,2950 Texas Sage Trl,76177,8,02/04/2016,93
RAZZOOS,"Average ""RAZZOOS"" Rating: n/a",Restaurant,318 Main St,76102,8,10/06/2015,88
RAZZOOS CAJUN CAFE,"Average ""RAZZOOS CAJUN CAFE"" Rating: n/a",Lounge,4700 Bryant Irvin Rd,76132,9,01/19/2016,96
REAGAN HEADSTART,"Average ""REAGAN HEADSTART"" Rating: n/a",Child Care Kitchen,3200 Reagan Dr,76116,3,10/30/2015,100
REATA RESTAURANT @ WILL ROGERS,"Average ""REATA RESTAURANT @ WILL ROGERS"" Rating: n/a",Snack Bar,3401 W Lancaster Ave,76107,1,01/16/2016,93
REATA RESTAURANTS,"Average ""REATA RESTAURANTS"" Rating: n/a",Lounge,310 Houston St,76102,19,12/18/2015,78
RECREATION AND AEROBICS CENTER,"Average ""RECREATION AND AEROBICS CENTER"" Rating: n/a",Snack Bar,4616 Frazier Ave,76115,2,08/27/2015,97
RED BARN THE,"Average ""RED BARN THE"" Rating: n/a",Lounge,2632 E Lancaster Ave,76103,3,09/21/2015,97
RED GOOSE SALOON,"Average ""RED GOOSE SALOON"" Rating: n/a",Restaurant,306 Houston St,76102,6,06/13/2015,94
RED HOT & BLUE,"Average ""RED HOT & BLUE"" Rating: n/a",Lounge,3000 S Hulen St,76109,7,11/12/2015,100
RED LOBSTER #334,"Average ""RED LOBSTER #334"" Rating: n/a",Lounge,4805 S Hulen St,76132,10,12/15/2015,94
RED PLUM,"Average ""RED PLUM"" Rating: n/a",Deli -- Retail,5735 S Hulen St,76132,3,01/08/2016,73
RED ROBIN,"Average ""RED ROBIN"" Rating: n/a",Lounge,4700 S Hulen St,76132,8,12/16/2015,86
REDEEMER LUTHERAN SCHOOL,"Average ""REDEEMER LUTHERAN SCHOOL"" Rating: n/a",Child Care Kitchen,4513 Williams Rd,76116,4,12/16/2015,96
REDNECK HEAVEN,"Average ""REDNECK HEAVEN"" Rating: n/a",Lounge,3840 Ne Loop 820,76137,8,01/09/2016,91
REDS LOUNGE,"Average ""REDS LOUNGE"" Rating: 5.0",Lounge,3734 Hemphill St,76110,2,09/16/2015,83
REFLECTION,"Average ""REFLECTION"" Rating: n/a",Lounge,604 S Jennings Ave,76104,2,09/24/2015,87
REGAL CINEMAS,"Average ""REGAL CINEMAS"" Rating: n/a",Snack Bar,301 W Rendon Crowley Rd,76028,2,08/20/2015,95
REGAL FOSSIL CREEK,"Average ""REGAL FOSSIL CREEK"" Rating: n/a",Snack Bar,6100 North Freeway,76137,1,04/21/2015,97
REGENCY HOSPITAL OF FORT WORTH,"Average ""REGENCY HOSPITAL OF FORT WORTH"" Rating: n/a",Restaurant,6801 Oakmont Blvd,76132,5,10/07/2015,100
REMARKABLE HEALTHCARE OF FW,"Average ""REMARKABLE HEALTHCARE OF FW"" Rating: n/a",Restaurant,6649 N Riverside Dr,76137,6,01/09/2016,94
RENAISSANCE WORTHINGTON HOTEL,"Average ""RENAISSANCE WORTHINGTON HOTEL"" Rating: n/a",Snack Bar,200 Main St,76102,21,12/16/2015,90
RENILS VALERO,"Average ""RENILS VALERO"" Rating: n/a",Grocery Store -- Retail,5301 N Beach St,76137,1,04/23/2015,100
REPUBLIC STREET BAR,"Average ""REPUBLIC STREET BAR"" Rating: n/a",Lounge,201 E Hattie St,76104,2,09/23/2015,97
RESERVOIR,"Average ""RESERVOIR"" Rating: n/a",Lounge,1001 Foch St,76107,8,02/04/2016,97
RESIDENCE INN BY MARRIOTT,"Average ""RESIDENCE INN BY MARRIOTT"" Rating: n/a",Grocery Store -- Retail,5801 Sandshell Dr,76137,4,01/31/2016,100
RESIDENCE INN BY MARRIOTT,"Average ""RESIDENCE INN BY MARRIOTT"" Rating: n/a",Grocery Store -- Retail,2500 Museum Way,76107,4,03/07/2015,97
REST & TORTILLERIA UNA BENDICION,"Average ""REST & TORTILLERIA UNA BENDICION"" Rating: n/a",Restaurant,1602 Nw 21st St,76164,7,12/15/2015,97
RESTAURANT DEPOT #703,"Average ""RESTAURANT DEPOT #703"" Rating: 5.0",Produce -- Retail,1171 Bridgewood Dr,76112,4,09/14/2015,100
RESTAURANTE EL PATRON,"Average ""RESTAURANTE EL PATRON"" Rating: n/a",Restaurant,1329 N Main St,76164,5,11/12/2015,83
RESTAURANTE NUEVA ESPERANZA,"Average ""RESTAURANTE NUEVA ESPERANZA"" Rating: n/a",Restaurant,4400 Benbrook Hwy,76116,2,02/11/2016,83
REVOLVER TACO LOUNGE,"Average ""REVOLVER TACO LOUNGE"" Rating: n/a",Lounge,2822 W 7th St,76135,8,02/04/2016,100
RICE & NOODLE,"Average ""RICE & NOODLE"" Rating: n/a",Restaurant,9094 Camp Bowie West Blvd,76116,9,02/01/2016,82
RICE BOWL EXPRESS,"Average ""RICE BOWL EXPRESS"" Rating: n/a",Restaurant,915 E Seminary Dr,76115,3,10/20/2015,88
RICE XPRESS,"Average ""RICE XPRESS"" Rating: n/a",Restaurant,3767 Altamesa Blvd,76133,3,10/27/2015,82
RICHARDSONS HEALTH FOODS,"Average ""RICHARDSONS HEALTH FOODS"" Rating: n/a",Grocery Store -- Retail,5804 S Hulen St,76132,2,01/22/2016,97
RICK O SHEAS PUB,"Average ""RICK O SHEAS PUB"" Rating: n/a",Lounge,904 Houston St,76102,2,08/03/2015,91
RIDGLEA COUNTRY CLUB,"Average ""RIDGLEA COUNTRY CLUB"" Rating: n/a",Lounge,3901 Ridglea Country Club Dr,76126,10,02/03/2016,100
RIDGLEA COUNTRY CLUB,"Average ""RIDGLEA COUNTRY CLUB"" Rating: n/a",Lounge,3700 Bernie Anderson Ave,76116,10,12/15/2015,87
RIDGLEA THEATER,"Average ""RIDGLEA THEATER"" Rating: n/a",Lounge,6025 Camp Bowie Blvd,76116,3,04/07/2015,100
RIDGMAR MOVIE TAVERN,"Average ""RIDGMAR MOVIE TAVERN"" Rating: n/a",Snack Bar,6801 Ridgmar Meadow Rd,76116,3,10/28/2015,80
RIDGMAR SUBWAY #2820,"Average ""RIDGMAR SUBWAY #2820"" Rating: n/a",Snack Bar,6944 Ridgmar Meadow Rd,76116,4,01/25/2016,84
RIG THE,"Average ""RIG THE"" Rating: n/a",Lounge,6308 South Freeway,76134,8,12/15/2015,92
RIGHTEOUS FOODS,"Average ""RIGHTEOUS FOODS"" Rating: n/a",Restaurant,3405 W 7th St,76107,7,11/06/2015,86
RIO MAMBO,"Average ""RIO MAMBO"" Rating: n/a",Lounge,6125 Sw Loop 820,76132,11,01/12/2016,84
RISCKYS BAR B QUE,"Average ""RISCKYS BAR B QUE"" Rating: n/a",Lounge,6701 Camp Bowie Blvd,76116,8,12/14/2015,79
RISCKYS BARBEQUE,"Average ""RISCKYS BARBEQUE"" Rating: n/a",Restaurant,2314 Azle Ave,76106,6,01/05/2016,97
RISCKYS BARBEQUE,"Average ""RISCKYS BARBEQUE"" Rating: n/a",Lounge,140 E Exchange Ave,76106,8,01/14/2016,97
RISCKYS BARBEQUE,"Average ""RISCKYS BARBEQUE"" Rating: n/a",Lounge,300 Main St,76102,7,10/13/2015,90
RISCKYS SIRLOIN INN,"Average ""RISCKYS SIRLOIN INN"" Rating: n/a",Lounge,120 E Exchange Ave,76106,7,01/21/2016,83
RISE AND SHINE RESTAURANT,"Average ""RISE AND SHINE RESTAURANT"" Rating: n/a",Restaurant,3636 Altamesa Blvd,76133,7,11/04/2015,96
RITAS ICE CUSTARD,"Average ""RITAS ICE CUSTARD"" Rating: n/a",Snack Bar,6258 Mccart Ave,76133,3,10/08/2015,97
RIVER BOTTOM PUB,"Average ""RIVER BOTTOM PUB"" Rating: n/a",Lounge,7920 Randol Mill Rd,76120,2,01/12/2016,94
RIVER CREST COUNTRY CLUB,"Average ""RIVER CREST COUNTRY CLUB"" Rating: n/a",Snack Bar,1501 Western Ave,76107,17,02/10/2016,96
RIVER OAKS BAR AND GRILL,"Average ""RIVER OAKS BAR AND GRILL"" Rating: n/a",Restaurant,4335 River Oaks Blvd,76114,2,12/04/2015,88
RIVER OAKS MINI MART,"Average ""RIVER OAKS MINI MART"" Rating: n/a",Restaurant,4619 River Oaks Blvd,76114,5,10/20/2015,86
RIVER RUN ROADHOUSE,"Average ""RIVER RUN ROADHOUSE"" Rating: n/a",Lounge,937 Woodward Ave,76107,2,09/30/2015,100
RIVERFRONT CAFE,"Average ""RIVERFRONT CAFE"" Rating: n/a",Snack Bar,300 Trinity Campus Cir,76102,5,06/29/2015,94
RIVERSIDE MEMORY CARE AT FOSSIL CREEK,"Average ""RIVERSIDE MEMORY CARE AT FOSSIL CREEK"" Rating: n/a",Snack Bar,6621 N Riverside Dr,76137,10,10/02/2015,100
RJ GATOR,"Average ""RJ GATOR"" Rating: n/a",Lounge,4413 Trail Lake Dr,76109,8,11/05/2015,97
ROBINSONS BARBQUE,"Average ""ROBINSONS BARBQUE"" Rating: n/a",Restaurant,1028 E Berry St,76110,6,11/04/2015,91
ROBS BILLARDS AND SPORTS BAR,"Average ""ROBS BILLARDS AND SPORTS BAR"" Rating: n/a",Lounge,13930 Trinity Blvd,76040,2,02/26/2015,94
ROCCOS WOOD FIRED PIZZA,"Average ""ROCCOS WOOD FIRED PIZZA"" Rating: n/a",Restaurant,5716 Locke Ave,76107,4,02/03/2016,100
ROCK WOOD FIRED KITCHEN THE,"Average ""ROCK WOOD FIRED KITCHEN THE"" Rating: n/a",Lounge,3351 Texas Sage Trl,76177,8,12/16/2015,94
ROCKWOOD GRILL,"Average ""ROCKWOOD GRILL"" Rating: n/a",Restaurant,1851 Jacksboro Hwy,76104,3,12/01/2015,100
ROCKYS DISCOUNT STORE,"Average ""ROCKYS DISCOUNT STORE"" Rating: n/a",Snack Bar,913 E Berry St,76110,4,03/20/2015,100
ROCKYS DRIVE THRU,"Average ""ROCKYS DRIVE THRU"" Rating: n/a",Grocery Store -- Retail,4220 Hemphill St,76115,2,07/11/2015,90
RODEO EXCHANGE,"Average ""RODEO EXCHANGE"" Rating: n/a",Lounge,221 W Exchange Ave,76164,2,09/01/2015,97
RODEO GOAT,"Average ""RODEO GOAT"" Rating: n/a",Lounge,2836 Bledsoe St,76107,8,11/09/2015,94
RODEO TAVERN,"Average ""RODEO TAVERN"" Rating: n/a",Lounge,3404 Azle Ave,76106,4,01/21/2016,97
ROGUES GALLERY CLUB,"Average ""ROGUES GALLERY CLUB"" Rating: n/a",Lounge,6801 E Lancaster Ave,76112,1,12/05/2014,94
ROLLERLAND WEST,"Average ""ROLLERLAND WEST"" Rating: 4.0",Snack Bar,7325 Calmont Ave,76116,1,06/13/2015,96
RONAS FOOD MART,"Average ""RONAS FOOD MART"" Rating: n/a",Snack Bar,2030 N Main St,76106,4,12/18/2015,100
RONNIES CATFISH & MORE #6,"Average ""RONNIES CATFISH & MORE #6"" Rating: n/a",Restaurant,4158 E Rosedale St,76105,6,02/11/2016,83
ROOSTERS GATHERING HOLE,"Average ""ROOSTERS GATHERING HOLE"" Rating: n/a",Lounge,6001 N Main St,76179,5,09/25/2015,94
ROSAS CAFE,"Average ""ROSAS CAFE"" Rating: n/a",Restaurant,3450 Sycamore School Rd,76133,6,12/04/2015,90
ROSAS CAFE & TORTILLA FACTORY,"Average ""ROSAS CAFE & TORTILLA FACTORY"" Rating: n/a",Restaurant,5000 Overton Ridge Blvd,76132,6,12/09/2015,85
ROSAS CAFE & TORTILLA FACTORY #31,"Average ""ROSAS CAFE & TORTILLA FACTORY #31"" Rating: n/a",Restaurant,6551 Old Denton Rd,76131,7,12/22/2015,77
ROSE GARDEN TEA ROOM THE,"Average ""ROSE GARDEN TEA ROOM THE"" Rating: n/a",Restaurant,7200 Camp Bowie Blvd,76116,3,11/13/2015,87
ROSEDALE CHILD DEVELOPMENT CTR,"Average ""ROSEDALE CHILD DEVELOPMENT CTR"" Rating: n/a",Child Care Kitchen,5304 E Rosedale St,76105,4,10/30/2015,95
ROSEDALE V HEAD START & CHILD DEV CNT,"Average ""ROSEDALE V HEAD START & CHILD DEV CNT"" Rating: n/a",Child Care Kitchen,4244 E Rosedale St,76105,4,10/29/2015,100
ROSEN HOUSE INN,"Average ""ROSEN HOUSE INN"" Rating: n/a",Bed and Breakfast,1714 S Henderson St,76110,1,03/30/2015,100
ROY POPE GROCERY,"Average ""ROY POPE GROCERY"" Rating: n/a",Produce -- Retail,2300 Merrick St,76107,12,02/11/2016,95
ROYAL FALCON THE,"Average ""ROYAL FALCON THE"" Rating: n/a",Lounge,3803 Southwest Blvd,76116,1,01/22/2015,90
ROYAL MART,"Average ""ROYAL MART"" Rating: n/a",Grocery Store -- Retail,5420 Altamesa Blvd,76133,2,06/08/2015,97
ROYAL YOGURT THE,"Average ""ROYAL YOGURT THE"" Rating: n/a",Snack Bar,4200 South Freeway,76115,4,11/30/2015,91
RUDYS COUNTRY STORE & BBQ,"Average ""RUDYS COUNTRY STORE & BBQ"" Rating: n/a",Restaurant,6800 North Freeway Fwy,76137,1,11/03/2015,100
RUSTYS BILLARDS,"Average ""RUSTYS BILLARDS"" Rating: n/a",Snack Bar,7703 Camp Bowie West Blvd,76116,4,09/29/2015,80
RUTHS CHRIS STEAKHOUSE,"Average ""RUTHS CHRIS STEAKHOUSE"" Rating: n/a",Lounge,813 Main St,76102,10,11/16/2015,100
S & H MINI MART,"Average ""S & H MINI MART"" Rating: n/a",Grocery Store -- Retail,2900 Ne 28th St,76111,8,12/10/2015,76
S & S FINA MART,"Average ""S & S FINA MART"" Rating: n/a",Grocery Store -- Retail,6495 Camp Bowie Blvd,76116,2,08/20/2015,97
S & S KWIK STOP,"Average ""S & S KWIK STOP"" Rating: n/a",Grocery Store -- Retail,7500 Wycliff St,76116,1,09/28/2015,86
SABER VIVER,"Average ""SABER VIVER"" Rating: n/a",Snack Bar,2801 Hemphill St,76110,2,04/17/2015,94
SABER VIVIR,"Average ""SABER VIVIR"" Rating: n/a",Snack Bar,1500 Nw 25th St,76164,2,09/29/2015,94
SABER VIVIR,"Average ""SABER VIVIR"" Rating: n/a",Snack Bar,2909 Evans Ave,76104,2,04/27/2015,91
SAFARI SPLASH PARK,"Average ""SAFARI SPLASH PARK"" Rating: n/a",Snack Bar,1989 Colonial Pkwy,76110,1,05/05/2015,100
SAINT EMILION RESTAURANT,"Average ""SAINT EMILION RESTAURANT"" Rating: n/a",Restaurant,3617 W 7th St,76107,6,12/09/2015,91
SAINT RITA CATHOLIC SCHOOL,"Average ""SAINT RITA CATHOLIC SCHOOL"" Rating: n/a",Snack Bar,712 Weiler Blvd,76112,3,09/30/2015,86
SAINTSVILLE ACADEMY,"Average ""SAINTSVILLE ACADEMY"" Rating: n/a",Child Care Kitchen,2200 Oak Hill Rd,76112,4,10/21/2015,85
SALATA,"Average ""SALATA"" Rating: n/a",Restaurant,520 Commerce St,76102,6,01/26/2016,92
SALATA,"Average ""SALATA"" Rating: n/a",Deli -- Retail,2864 W Berry St,76109,2,12/30/2015,84
SALSA LIMON,"Average ""SALSA LIMON"" Rating: n/a",Restaurant,4200 South Freeway,76115,8,02/12/2016,87
SALSA LIMON,"Average ""SALSA LIMON"" Rating: n/a",Restaurant,3005 S University Dr,76109,1,08/20/2015,100
SALSA LIMON MUSEO,"Average ""SALSA LIMON MUSEO"" Rating: n/a",Restaurant,929 University Dr,76107,3,08/29/2015,80
SALTGRASS STEAK HOUSE,"Average ""SALTGRASS STEAK HOUSE"" Rating: n/a",Lounge,5845 Sandshell Dr,76137,10,11/11/2015,100
SALTGRASS STEAKHOUSE,"Average ""SALTGRASS STEAKHOUSE"" Rating: n/a",Lounge,4601 Citylake Blvd W,76132,8,12/07/2015,82
SALVATION ARMY,"Average ""SALVATION ARMY"" Rating: n/a",Restaurant,1855 E Lancaster Ave,76103,6,11/05/2015,91
SALVATION ARMY ARC,"Average ""SALVATION ARMY ARC"" Rating: n/a",Restaurant,2901 Ne 28th St,76111,6,11/12/2015,100
SALVATION ARMY CC CENTER,"Average ""SALVATION ARMY CC CENTER"" Rating: n/a",Child Care Kitchen,3023 Nw 24th St,76106,3,10/29/2015,96
SAMARITAN HOUSE,"Average ""SAMARITAN HOUSE"" Rating: n/a",Restaurant,929 Hemphill St,76104,2,10/21/2015,92
SAMMIES BAR-B-QUE,"Average ""SAMMIES BAR-B-QUE"" Rating: n/a",Lounge,3801 E Belknap St,76111,8,10/08/2015,87
SAMS #6244,"Average ""SAMS #6244"" Rating: n/a",Fish Market -- Retail,8351 Anderson Blvd,76120,16,12/04/2015,100
SAMS BULLDOG SALOON,"Average ""SAMS BULLDOG SALOON"" Rating: n/a",Lounge,3512 Alta Mere Dr,76116,2,02/01/2016,91
SAMS CLUB #4742,"Average ""SAMS CLUB #4742"" Rating: n/a",Fish Market -- Retail,4400 Bryant Irvin Rd,76109,13,10/20/2015,89
SAMS GRILL,"Average ""SAMS GRILL"" Rating: n/a",Grocery Store -- Retail,852 E Davis Ave,76104,2,11/19/2015,94
SAMS ITALIAN CAFE,"Average ""SAMS ITALIAN CAFE"" Rating: n/a",Restaurant,3515 Sycamore School Rd,76133,3,02/11/2016,87
SAMS SALOON,"Average ""SAMS SALOON"" Rating: n/a",Lounge,2456 N Houston St,76164,2,06/30/2015,97
SAMSON MARKET,"Average ""SAMSON MARKET"" Rating: n/a",Restaurant,4307 Camp Bowie Blvd,76107,2,06/27/2015,96
SAN GERONIMO RESTAURANTE Y TAQUERIA,"Average ""SAN GERONIMO RESTAURANTE Y TAQUERIA"" Rating: n/a",Restaurant,4508 Miller Ave,76119,3,08/25/2015,74
SANIS FOOD MART,"Average ""SANIS FOOD MART"" Rating: n/a",Grocery Store -- Retail,2201 Ne 28th St,76106,2,04/25/2015,83
SARAHS PLACE,"Average ""SARAHS PLACE"" Rating: n/a",Lounge,5223 Camp Bowie Blvd,76107,1,02/21/2015,83
SAUSAGE SHOPPE THE,"Average ""SAUSAGE SHOPPE THE"" Rating: n/a",Restaurant,3515 Sycamore School Rd,76133,6,02/11/2016,79
SAVE A LOT,"Average ""SAVE A LOT"" Rating: n/a",Produce -- Retail,3101 E Seminary Dr,76119,7,06/23/2015,91
SAVE A LOT FOODS,"Average ""SAVE A LOT FOODS"" Rating: n/a",Grocery Store -- Retail,4621 E Lancaster Ave,76103,7,09/16/2015,96
SAVE-A-LOT,"Average ""SAVE-A-LOT"" Rating: n/a",Produce -- Retail,5519 James Ave,76115,6,06/23/2015,94
SAVERS COST PLUS,"Average ""SAVERS COST PLUS"" Rating: n/a",Fish Market -- Retail,2708 W Seminary Dr,76133,8,07/11/2015,94
SCAT JAZZ LOUNGE,"Average ""SCAT JAZZ LOUNGE"" Rating: n/a",Lounge,111 W 4th St,76102,2,06/19/2015,85
SCHAKOLAD CHOCOLATE FACTORY,"Average ""SCHAKOLAD CHOCOLATE FACTORY"" Rating: n/a",Snack Bar,106 E 4th St,76102,2,09/03/2015,97
SCHLOTSKYS DELI,"Average ""SCHLOTSKYS DELI"" Rating: n/a",Restaurant,6204 Mccart Ave,76133,3,10/20/2015,81
SCHLOTZSKYS,"Average ""SCHLOTZSKYS"" Rating: n/a",Deli -- Retail,1548 Eastchase Pkwy,76120,9,11/02/2015,73
SCHLOTZSKYS,"Average ""SCHLOTZSKYS"" Rating: n/a",Restaurant,4608 Bryant Irvin Rd,76132,3,12/22/2015,88
