B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
104,,99,,73,,72,,73,,72,,73,,72,,0,,14,,0,,14,,31,,39,,8600000US75562,ZCTA5 75562,48,75562
9826,,590,,4116,,399,,4116,,399,,3902,,431,,214,,125,,0,,21,,5710,,459,,8600000US75570,ZCTA5 75570,48,75570
12604,,963,,6942,,700,,6942,,700,,6722,,690,,220,,94,,0,,21,,5662,,555,,8600000US75601,ZCTA5 75601,48,75601
4474,,414,,2221,,302,,2221,,302,,2036,,254,,185,,103,,0,,19,,2253,,317,,8600000US75638,ZCTA5 75638,48,75638
1691,,427,,972,,304,,972,,304,,960,,304,,12,,28,,0,,14,,719,,307,,8600000US75651,ZCTA5 75651,48,75651
9467,,618,,5885,,504,,5885,,504,,5511,,499,,374,,125,,0,,21,,3582,,429,,8600000US75654,ZCTA5 75654,48,75654
7946,,1081,,4200,,692,,4200,,692,,3725,,580,,475,,285,,0,,21,,3746,,717,,8600000US75704,ZCTA5 75704,48,75704
3360,,463,,2037,,344,,2028,,344,,1939,,324,,89,,61,,9,,15,,1323,,343,,8600000US75756,ZCTA5 75756,48,75756
9935,,933,,5863,,723,,5863,,723,,5717,,709,,146,,82,,0,,21,,4072,,584,,8600000US75757,ZCTA5 75757,48,75757
1641,,258,,745,,173,,745,,173,,677,,151,,68,,62,,0,,14,,896,,188,,8600000US75760,ZCTA5 75760,48,75760
6339,,422,,2451,,289,,2451,,289,,2197,,266,,254,,93,,0,,19,,3888,,306,,8600000US75765,ZCTA5 75765,48,75765
16865,,1061,,8940,,957,,8940,,957,,8421,,842,,519,,300,,0,,25,,7925,,735,,8600000US75771,ZCTA5 75771,48,75771
11693,,639,,5985,,531,,5985,,531,,5772,,524,,213,,132,,0,,21,,5708,,559,,8600000US75773,ZCTA5 75773,48,75773
2945,,303,,1870,,215,,1870,,215,,1836,,215,,34,,27,,0,,14,,1075,,209,,8600000US75790,ZCTA5 75790,48,75790
4261,,525,,2128,,348,,2128,,348,,2030,,326,,98,,73,,0,,19,,2133,,380,,8600000US75831,ZCTA5 75831,48,75831
21941,,921,,13615,,784,,13608,,785,,13070,,767,,538,,191,,7,,10,,8326,,612,,8600000US77904,ZCTA5 77904,48,77904
1520,,363,,882,,275,,882,,275,,717,,272,,165,,114,,0,,14,,638,,253,,8600000US77951,ZCTA5 77951,48,77951
9320,,370,,4599,,364,,4555,,377,,4242,,353,,313,,128,,44,,54,,4721,,338,,8600000US77954,ZCTA5 77954,48,77954
27,,38,,19,,28,,19,,28,,19,,28,,0,,14,,0,,14,,8,,11,,8600000US77973,ZCTA5 77973,48,77973
1540,,277,,786,,173,,786,,173,,723,,166,,63,,53,,0,,14,,754,,179,,8600000US77983,ZCTA5 77983,48,77983
60770,,1847,,40083,,1503,,40083,,1503,,37935,,1417,,2148,,433,,0,,32,,20687,,1500,,8600000US77083,ZCTA5 77083,48,77083
77,,48,,21,,33,,21,,33,,21,,33,,0,,14,,0,,14,,56,,35,,8600000US77367,ZCTA5 77367,48,77367
27970,,1715,,18268,,1298,,18268,,1298,,17375,,1292,,893,,349,,0,,29,,9702,,896,,8600000US77354,ZCTA5 77354,48,77354
4181,,718,,2352,,537,,2352,,537,,2224,,506,,128,,94,,0,,19,,1829,,362,,8600000US77358,ZCTA5 77358,48,77358
2418,,404,,1298,,263,,1298,,263,,1207,,255,,91,,61,,0,,14,,1120,,228,,8600000US77363,ZCTA5 77363,48,77363
495,,202,,194,,101,,194,,101,,156,,84,,38,,45,,0,,14,,301,,145,,8600000US77369,ZCTA5 77369,48,77369
21861,,1129,,15315,,1116,,15315,,1116,,14704,,1071,,611,,197,,0,,25,,6546,,687,,8600000US77380,ZCTA5 77380,48,77380
15031,,349,,9900,,522,,9900,,522,,9679,,527,,221,,94,,0,,21,,5131,,516,,8600000US77401,ZCTA5 77401,48,77401
39,,58,,39,,58,,39,,58,,24,,36,,15,,22,,0,,14,,0,,14,,8600000US77412,ZCTA5 77412,48,77412
1501,,339,,863,,219,,863,,219,,829,,216,,34,,29,,0,,14,,638,,208,,8600000US77430,ZCTA5 77430,48,77430
62882,,1886,,45312,,1563,,45312,,1563,,42927,,1441,,2385,,538,,0,,32,,17570,,1309,,8600000US77433,ZCTA5 77433,48,77433
731,,211,,533,,188,,533,,188,,519,,182,,14,,24,,0,,14,,198,,67,,8600000US77442,ZCTA5 77442,48,77442
387,,116,,196,,84,,196,,84,,196,,84,,0,,14,,0,,14,,191,,77,,8600000US77457,ZCTA5 77457,48,77457
210,,212,,143,,208,,143,,208,,104,,139,,39,,80,,0,,14,,67,,64,,8600000US77458,ZCTA5 77458,48,77458
8921,,755,,5589,,533,,5589,,533,,5374,,496,,215,,120,,0,,21,,3332,,498,,8600000US77461,ZCTA5 77461,48,77461
17,,20,,17,,20,,17,,20,,17,,20,,0,,14,,0,,14,,0,,14,,8600000US77467,ZCTA5 77467,48,77467
30001,,1368,,19723,,1133,,19711,,1131,,18678,,997,,1033,,392,,12,,18,,10278,,840,,8600000US77471,ZCTA5 77471,48,77471
203,,155,,203,,155,,203,,155,,203,,155,,0,,14,,0,,14,,0,,14,,8600000US77483,ZCTA5 77483,48,77483
18584,,924,,12623,,904,,12623,,904,,11470,,854,,1153,,371,,0,,25,,5961,,608,,8600000US77504,ZCTA5 77504,48,77504
18408,,1211,,13121,,1144,,13121,,1144,,12638,,1189,,483,,261,,0,,25,,5287,,633,,8600000US77545,ZCTA5 77545,48,77545
22681,,550,,15341,,570,,15341,,570,,14697,,560,,644,,187,,0,,25,,7340,,467,,8600000US77566,ZCTA5 77566,48,77566
13099,,761,,7209,,631,,7209,,631,,6660,,597,,549,,202,,0,,21,,5890,,670,,8600000US77575,ZCTA5 77575,48,77575
16375,,1770,,11552,,1493,,11474,,1513,,11102,,1458,,372,,216,,78,,127,,4823,,803,,8600000US77578,ZCTA5 77578,48,77578
6570,,397,,4374,,414,,4374,,414,,4273,,401,,101,,83,,0,,19,,2196,,312,,8600000US77611,ZCTA5 77611,48,77611
40,,38,,25,,30,,25,,30,,25,,30,,0,,14,,0,,14,,15,,17,,8600000US76685,ZCTA5 76685,48,76685
1638,,274,,887,,211,,877,,211,,856,,208,,21,,20,,10,,10,,751,,148,,8600000US76701,ZCTA5 76701,48,76701
20009,,730,,13002,,684,,12987,,684,,12710,,694,,277,,143,,15,,26,,7007,,526,,8600000US76712,ZCTA5 76712,48,76712
2470,,277,,1349,,208,,1349,,208,,1324,,206,,25,,20,,0,,14,,1121,,188,,8600000US76823,ZCTA5 76823,48,76823
1771,,82,,1035,,124,,1035,,124,,996,,131,,39,,32,,0,,14,,736,,114,,8600000US76859,ZCTA5 76859,48,76859
1449,,202,,895,,159,,893,,159,,881,,159,,12,,10,,2,,4,,554,,112,,8600000US76861,ZCTA5 76861,48,76861
659,,137,,210,,62,,210,,62,,201,,61,,9,,10,,0,,14,,449,,115,,8600000US76864,ZCTA5 76864,48,76864
103,,48,,48,,30,,48,,30,,48,,30,,0,,14,,0,,14,,55,,33,,8600000US76884,ZCTA5 76884,48,76884
132,,53,,41,,32,,41,,32,,41,,32,,0,,14,,0,,14,,91,,47,,8600000US76888,ZCTA5 76888,48,76888
2277,,40,,1493,,105,,1490,,106,,1327,,139,,163,,93,,3,,7,,784,,100,,8600000US76936,ZCTA5 76936,48,76936
28036,,736,,19462,,757,,19462,,757,,18853,,734,,609,,174,,0,,29,,8574,,562,,8600000US76065,ZCTA5 76065,48,76065
15857,,489,,9116,,476,,9116,,476,,8280,,468,,836,,208,,0,,25,,6741,,437,,8600000US76067,ZCTA5 76067,48,76067
416,,87,,267,,75,,267,,75,,264,,75,,3,,5,,0,,14,,149,,39,,8600000US76660,ZCTA5 76660,48,76660
8706,,345,,4993,,380,,4993,,380,,4613,,369,,380,,128,,0,,21,,3713,,271,,8600000US76667,ZCTA5 76667,48,76667
20555,,1029,,13547,,845,,13501,,846,,12941,,822,,560,,146,,46,,62,,7008,,704,,8600000US76708,ZCTA5 76708,48,76708
48,,39,,13,,13,,13,,13,,13,,13,,0,,14,,0,,14,,35,,36,,8600000US76848,ZCTA5 76848,48,76848
220,,99,,106,,70,,106,,70,,106,,70,,0,,14,,0,,14,,114,,66,,8600000US76854,ZCTA5 76854,48,76854
64,,40,,28,,28,,28,,28,,28,,28,,0,,14,,0,,14,,36,,27,,8600000US76869,ZCTA5 76869,48,76869
206,,84,,129,,84,,129,,84,,129,,84,,0,,14,,0,,14,,77,,37,,8600000US76870,ZCTA5 76870,48,76870
2652,,346,,1554,,262,,1554,,262,,1501,,254,,53,,53,,0,,14,,1098,,209,,8600000US75414,ZCTA5 75414,48,75414
5315,,459,,2603,,399,,2603,,399,,2507,,377,,96,,71,,0,,19,,2712,,291,,8600000US75440,ZCTA5 75440,48,75440
1160,,348,,754,,268,,754,,268,,711,,251,,43,,54,,0,,14,,406,,156,,8600000US75558,ZCTA5 75558,48,75558
12889,,634,,6856,,595,,6856,,595,,6481,,621,,375,,134,,0,,21,,6033,,518,,8600000US75751,ZCTA5 75751,48,75751
1402,,332,,613,,205,,613,,205,,608,,206,,5,,9,,0,,14,,789,,227,,8600000US75929,ZCTA5 75929,48,75929
4707,,437,,2337,,287,,2337,,287,,2225,,279,,112,,57,,0,,19,,2370,,293,,8600000US75148,ZCTA5 75148,48,75148
30936,,1270,,23240,,1057,,23199,,1048,,21903,,1020,,1296,,285,,41,,61,,7696,,702,,8600000US75231,ZCTA5 75231,48,75231
498,,152,,241,,93,,241,,93,,225,,91,,16,,25,,0,,14,,257,,100,,8600000US75448,ZCTA5 75448,48,75448
66,,51,,8,,13,,8,,13,,8,,13,,0,,14,,0,,14,,58,,45,,8600000US77617,ZCTA5 77617,48,77617
1099,,257,,624,,185,,624,,185,,611,,186,,13,,13,,0,,14,,475,,151,,8600000US77622,ZCTA5 77622,48,77622
213,,71,,112,,40,,101,,38,,100,,38,,1,,4,,11,,6,,101,,44,,8600000US77655,ZCTA5 77655,48,77655
31979,,1455,,22980,,1261,,22980,,1261,,21895,,1241,,1085,,324,,0,,29,,8999,,874,,8600000US77338,ZCTA5 77338,48,77338
31098,,1185,,19863,,990,,19863,,990,,18617,,1023,,1246,,340,,0,,29,,11235,,964,,8600000US77339,ZCTA5 77339,48,77339
4921,,1130,,2668,,649,,2668,,649,,2565,,615,,103,,112,,0,,19,,2253,,692,,8600000US77362,ZCTA5 77362,48,77362
1665,,366,,722,,245,,722,,245,,722,,245,,0,,14,,0,,14,,943,,209,,8600000US77364,ZCTA5 77364,48,77364
28234,,2186,,18385,,1640,,18385,,1640,,17658,,1694,,727,,363,,0,,29,,9849,,1271,,8600000US77365,ZCTA5 77365,48,77365
6277,,716,,3158,,562,,3158,,562,,2966,,551,,192,,123,,0,,19,,3119,,667,,8600000US77371,ZCTA5 77371,48,77371
64598,,1974,,44911,,1670,,44896,,1674,,43054,,1743,,1842,,343,,15,,24,,19687,,1308,,8600000US77429,ZCTA5 77429,48,77429
406,,152,,244,,110,,244,,110,,209,,86,,35,,43,,0,,14,,162,,102,,8600000US77444,ZCTA5 77444,48,77444
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US77454,ZCTA5 77454,48,77454
39,,66,,19,,32,,19,,32,,19,,32,,0,,14,,0,,14,,20,,34,,8600000US77468,ZCTA5 77468,48,77468
55,,51,,19,,23,,19,,23,,19,,23,,0,,14,,0,,14,,36,,45,,8600000US77473,ZCTA5 77473,48,77473
690,,294,,420,,217,,420,,217,,420,,217,,0,,14,,0,,14,,270,,116,,8600000US77475,ZCTA5 77475,48,77475
29947,,1198,,20859,,1024,,20839,,1029,,19339,,974,,1500,,342,,20,,33,,9088,,694,,8600000US77489,ZCTA5 77489,48,77489
298,,164,,238,,164,,238,,164,,238,,164,,0,,14,,0,,14,,60,,92,,8600000US77507,ZCTA5 77507,48,77507
36659,,1403,,22892,,1135,,22866,,1134,,21690,,1079,,1176,,290,,26,,42,,13767,,768,,8600000US77511,ZCTA5 77511,48,77511
4752,,705,,2668,,488,,2659,,487,,2423,,448,,236,,218,,9,,17,,2084,,406,,8600000US77517,ZCTA5 77517,48,77517
27840,,1166,,13328,,830,,13328,,830,,12436,,819,,892,,264,,0,,29,,14512,,1158,,8600000US77535,ZCTA5 77535,48,77535
36137,,1540,,23861,,1313,,23825,,1320,,22508,,1280,,1317,,479,,36,,40,,12276,,859,,8600000US77539,ZCTA5 77539,48,77539
18115,,680,,10352,,598,,10329,,596,,9832,,592,,497,,136,,23,,37,,7763,,470,,8600000US77551,ZCTA5 77551,48,77551
7796,,523,,4477,,357,,4444,,357,,4200,,351,,244,,85,,33,,37,,3319,,392,,8600000US77554,ZCTA5 77554,48,77554
323,,125,,234,,117,,234,,117,,222,,106,,12,,19,,0,,14,,89,,58,,8600000US77560,ZCTA5 77560,48,77560
8355,,878,,4764,,674,,4723,,675,,4191,,639,,532,,183,,41,,68,,3591,,412,,8600000US77562,ZCTA5 77562,48,77562
24236,,899,,14870,,781,,14754,,793,,13543,,748,,1211,,335,,116,,121,,9366,,687,,8600000US77590,ZCTA5 77590,48,77590
813,,293,,347,,140,,347,,140,,300,,121,,47,,42,,0,,14,,466,,227,,8600000US77660,ZCTA5 77660,48,77660
11755,,934,,7641,,747,,7626,,747,,7334,,730,,292,,123,,15,,15,,4114,,477,,8600000US77713,ZCTA5 77713,48,77713
8878,,795,,5213,,582,,5213,,582,,5184,,583,,29,,24,,0,,21,,3665,,537,,8600000US77807,ZCTA5 77807,48,77807
1965,,457,,1132,,335,,1132,,335,,1092,,325,,40,,41,,0,,14,,833,,227,,8600000US77835,ZCTA5 77835,48,77835
151,,45,,85,,27,,85,,27,,85,,27,,0,,14,,0,,14,,66,,32,,8600000US79001,ZCTA5 79001,48,79001
1346,,119,,945,,99,,945,,99,,891,,101,,54,,32,,0,,14,,401,,74,,8600000US79005,ZCTA5 79005,48,79005
2587,,242,,1606,,216,,1606,,216,,1598,,213,,8,,13,,0,,14,,981,,195,,8600000US79013,ZCTA5 79013,48,79013
2881,,93,,1906,,158,,1906,,158,,1808,,181,,98,,75,,0,,14,,975,,150,,8600000US79014,ZCTA5 79014,48,79014
11107,,329,,7728,,365,,7728,,365,,7282,,401,,446,,193,,0,,21,,3379,,356,,8600000US79029,ZCTA5 79029,48,79029
492,,84,,302,,63,,302,,63,,277,,61,,25,,18,,0,,14,,190,,50,,8600000US79046,ZCTA5 79046,48,79046
981,,170,,541,,106,,541,,106,,518,,103,,23,,20,,0,,14,,440,,112,,8600000US79057,ZCTA5 79057,48,79057
527,,69,,300,,49,,300,,49,,293,,48,,7,,8,,0,,14,,227,,56,,8600000US79059,ZCTA5 79059,48,79059
2094,,276,,1147,,227,,1147,,227,,1077,,212,,70,,70,,0,,14,,947,,182,,8600000US79501,ZCTA5 79501,48,79501
85,,37,,37,,27,,37,,27,,37,,27,,0,,14,,0,,14,,48,,23,,8600000US79503,ZCTA5 79503,48,79503
6043,,315,,3426,,314,,3417,,315,,3299,,300,,118,,74,,9,,14,,2617,,253,,8600000US79510,ZCTA5 79510,48,79510
689,,165,,333,,110,,333,,110,,324,,109,,9,,12,,0,,14,,356,,91,,8600000US79526,ZCTA5 79526,48,79526
1419,,140,,860,,123,,860,,123,,830,,121,,30,,26,,0,,14,,559,,85,,8600000US79546,ZCTA5 79546,48,79546
165,,44,,95,,36,,95,,36,,95,,36,,0,,14,,0,,14,,70,,28,,8600000US79548,ZCTA5 79548,48,79548
23378,,1095,,16062,,830,,15696,,818,,15278,,809,,418,,122,,366,,139,,7316,,602,,8600000US79605,ZCTA5 79605,48,79605
19475,,701,,13170,,651,,11882,,629,,11505,,605,,377,,181,,1288,,368,,6305,,557,,8600000US79606,ZCTA5 79606,48,79606
17994,,1084,,13219,,1118,,13219,,1118,,12857,,1119,,362,,112,,0,,25,,4775,,520,,8600000US79703,ZCTA5 79703,48,79703
28181,,239,,14805,,692,,14766,,698,,13709,,687,,1057,,245,,39,,42,,13376,,672,,8600000US79720,ZCTA5 79720,48,79720
3478,,67,,2174,,170,,2174,,170,,2144,,174,,30,,31,,0,,14,,1304,,155,,8600000US79731,ZCTA5 79731,48,79731
380,,104,,242,,72,,242,,72,,239,,71,,3,,5,,0,,14,,138,,51,,8600000US79742,ZCTA5 79742,48,79742
654,,139,,342,,96,,342,,96,,335,,97,,7,,10,,0,,14,,312,,80,,8600000US76872,ZCTA5 76872,48,76872
963,,125,,568,,92,,568,,92,,567,,93,,1,,3,,0,,14,,395,,80,,8600000US76933,ZCTA5 76933,48,76933
11,,10,,1,,3,,1,,3,,1,,3,,0,,14,,0,,14,,10,,10,,8600000US76949,ZCTA5 76949,48,76949
24039,,952,,17344,,792,,17330,,797,,16795,,790,,535,,186,,14,,23,,6695,,628,,8600000US76040,ZCTA5 76040,48,76040
19994,,854,,10589,,642,,10573,,642,,9954,,652,,619,,236,,16,,28,,9405,,614,,8600000US76048,ZCTA5 76048,48,76048
355,,198,,96,,75,,96,,75,,96,,75,,0,,14,,0,,14,,259,,186,,8600000US76077,ZCTA5 76077,48,76077
1434,,325,,721,,176,,721,,176,,709,,175,,12,,11,,0,,14,,713,,221,,8600000US76093,ZCTA5 76093,48,76093
13322,,763,,7211,,586,,7211,,586,,6789,,585,,422,,118,,0,,21,,6111,,498,,8600000US76104,ZCTA5 76104,48,76104
19320,,987,,11856,,731,,11810,,728,,11347,,703,,463,,179,,46,,90,,7464,,722,,8600000US76109,ZCTA5 76109,48,76109
23519,,877,,15609,,769,,15609,,769,,14725,,721,,884,,229,,0,,29,,7910,,767,,8600000US76117,ZCTA5 76117,48,76117
19593,,961,,12140,,801,,12076,,799,,11188,,796,,888,,299,,64,,81,,7453,,617,,8600000US76134,ZCTA5 76134,48,76134
46196,,1212,,33736,,1138,,33698,,1139,,32045,,1168,,1653,,338,,38,,34,,12460,,917,,8600000US76137,ZCTA5 76137,48,76137
47358,,1658,,33843,,1639,,33678,,1651,,32415,,1700,,1263,,394,,165,,88,,13515,,927,,8600000US76179,ZCTA5 76179,48,76179
29503,,771,,20576,,717,,20555,,720,,19354,,662,,1201,,278,,21,,35,,8927,,595,,8600000US76180,ZCTA5 76180,48,76180
21924,,581,,13874,,655,,13874,,655,,13296,,621,,578,,161,,0,,25,,8050,,547,,8600000US76240,ZCTA5 76240,48,76240
3439,,502,,2095,,355,,2095,,355,,1968,,317,,127,,88,,0,,14,,1344,,354,,8600000US76272,ZCTA5 76272,48,76272
1477,,209,,578,,126,,578,,126,,570,,126,,8,,10,,0,,14,,899,,142,,8600000US76443,ZCTA5 76443,48,76443
6036,,717,,3843,,708,,3843,,708,,3720,,684,,123,,90,,0,,19,,2193,,375,,8600000US76446,ZCTA5 76446,48,76446
1429,,273,,627,,164,,627,,164,,625,,163,,2,,4,,0,,14,,802,,223,,8600000US76454,ZCTA5 76454,48,76454
189,,64,,127,,45,,127,,45,,127,,45,,0,,14,,0,,14,,62,,31,,8600000US76459,ZCTA5 76459,48,76459
388,,94,,201,,58,,201,,58,,177,,52,,24,,29,,0,,14,,187,,62,,8600000US76463,ZCTA5 76463,48,76463
149,,168,,107,,155,,107,,155,,107,,155,,0,,14,,0,,14,,42,,63,,8600000US76466,ZCTA5 76466,48,76466
766,,169,,369,,97,,369,,97,,341,,88,,28,,25,,0,,14,,397,,118,,8600000US76475,ZCTA5 76475,48,76475
953,,218,,552,,153,,552,,153,,542,,152,,10,,16,,0,,14,,401,,138,,8600000US76486,ZCTA5 76486,48,76486
29923,,1012,,19134,,1032,,18662,,995,,17625,,925,,1037,,345,,472,,155,,10789,,795,,8600000US76513,ZCTA5 76513,48,76513
1412,,312,,779,,218,,779,,218,,752,,215,,27,,27,,0,,14,,633,,157,,8600000US76518,ZCTA5 76518,48,76518
221,,156,,141,,137,,141,,137,,138,,123,,3,,18,,0,,14,,80,,48,,8600000US76519,ZCTA5 76519,48,76519
2105,,265,,967,,194,,967,,194,,964,,193,,3,,5,,0,,14,,1138,,221,,8600000US76570,ZCTA5 76570,48,76570
6566,,442,,4216,,445,,4170,,446,,3976,,451,,194,,115,,46,,45,,2350,,248,,8600000US76571,ZCTA5 76571,48,76571
2638,,539,,1394,,336,,1394,,336,,1380,,330,,14,,20,,0,,14,,1244,,426,,8600000US76640,ZCTA5 76640,48,76640
5634,,343,,2746,,288,,2746,,288,,2581,,296,,165,,91,,0,,19,,2888,,277,,8600000US76642,ZCTA5 76642,48,76642
1357,,202,,645,,116,,645,,116,,611,,107,,34,,28,,0,,14,,712,,126,,8600000US76671,ZCTA5 76671,48,76671
20192,,420,,11237,,511,,11237,,511,,10695,,497,,542,,160,,0,,25,,8955,,604,,8600000US76801,ZCTA5 76801,48,76801
2698,,225,,1679,,175,,1679,,175,,1617,,175,,62,,29,,0,,14,,1019,,150,,8600000US76689,ZCTA5 76689,48,76689
5141,,377,,3311,,346,,3311,,346,,3226,,331,,85,,63,,0,,19,,1830,,202,,8600000US76691,ZCTA5 76691,48,76691
7848,,569,,5669,,564,,5601,,561,,5487,,566,,114,,74,,68,,88,,2179,,317,,8600000US78730,ZCTA5 78730,48,78730
6524,,483,,4337,,367,,4337,,367,,4218,,368,,119,,62,,0,,19,,2187,,353,,8600000US78733,ZCTA5 78733,48,78733
14781,,729,,11840,,628,,11816,,621,,11351,,608,,465,,167,,24,,28,,2941,,418,,8600000US78751,ZCTA5 78751,48,78751
117,,89,,21,,36,,21,,36,,21,,36,,0,,14,,0,,14,,96,,83,,8600000US78828,ZCTA5 78828,48,78828
58594,,2030,,31647,,1580,,31533,,1596,,29116,,1533,,2417,,446,,114,,123,,26947,,1319,,8600000US78572,ZCTA5 78572,48,78572
29860,,652,,17836,,798,,17836,,798,,15037,,763,,2799,,586,,0,,29,,12024,,799,,8600000US78582,ZCTA5 78582,48,78582
580,,172,,291,,124,,291,,124,,274,,121,,17,,17,,0,,14,,289,,89,,8600000US78592,ZCTA5 78592,48,78592
2602,,135,,1574,,284,,1574,,284,,1557,,288,,17,,27,,0,,14,,1028,,331,,8600000US78597,ZCTA5 78597,48,78597
1754,,261,,883,,214,,883,,214,,847,,214,,36,,25,,0,,14,,871,,194,,8600000US78609,ZCTA5 78609,48,78609
28680,,1123,,20314,,1049,,20221,,1068,,19611,,1048,,610,,219,,93,,129,,8366,,842,,8600000US78610,ZCTA5 78610,48,78610
9643,,1398,,5790,,937,,5790,,937,,5562,,871,,228,,141,,0,,21,,3853,,631,,8600000US78612,ZCTA5 78612,48,78612
6376,,833,,3999,,623,,3999,,623,,3754,,584,,245,,134,,0,,19,,2377,,405,,8600000US78616,ZCTA5 78616,48,78616
89,,69,,57,,47,,57,,47,,57,,47,,0,,14,,0,,14,,32,,27,,8600000US78879,ZCTA5 78879,48,78879
415,,215,,216,,132,,216,,132,,216,,132,,0,,14,,0,,14,,199,,115,,8600000US78886,ZCTA5 78886,48,78886
2150,,330,,1264,,244,,1264,,244,,1239,,236,,25,,22,,0,,14,,886,,168,,8600000US78940,ZCTA5 78940,48,78940
10129,,768,,6320,,620,,6320,,620,,6102,,622,,218,,92,,0,,21,,3809,,472,,8600000US78669,ZCTA5 78669,48,78669
10685,,808,,8264,,740,,8248,,738,,8186,,741,,62,,67,,16,,26,,2421,,485,,8600000US78701,ZCTA5 78701,48,78701
14137,,677,,10010,,639,,10010,,639,,9741,,617,,269,,131,,0,,21,,4127,,444,,8600000US78735,ZCTA5 78735,48,78735
17008,,942,,13307,,953,,13307,,953,,12707,,828,,600,,377,,0,,25,,3701,,460,,8600000US78752,ZCTA5 78752,48,78752
5206,,151,,3104,,196,,3104,,196,,2989,,209,,115,,77,,0,,19,,2102,,206,,8600000US79745,ZCTA5 79745,48,79745
2740,,205,,1914,,187,,1914,,187,,1864,,180,,50,,52,,0,,14,,826,,161,,8600000US79068,ZCTA5 79068,48,79068
395,,75,,169,,52,,169,,52,,169,,52,,0,,14,,0,,14,,226,,52,,8600000US79080,ZCTA5 79080,48,79080
165,,55,,111,,43,,111,,43,,111,,43,,0,,14,,0,,14,,54,,26,,8600000US79082,ZCTA5 79082,48,79082
469,,97,,280,,69,,280,,69,,274,,69,,6,,8,,0,,14,,189,,60,,8600000US79087,ZCTA5 79087,48,79087
1504,,141,,962,,104,,962,,104,,914,,102,,48,,31,,0,,14,,542,,96,,8600000US79096,ZCTA5 79096,48,79096
156,,49,,117,,36,,117,,36,,104,,30,,13,,20,,0,,14,,39,,32,,8600000US79236,ZCTA5 79236,48,79236
65,,45,,42,,32,,42,,32,,42,,32,,0,,14,,0,,14,,23,,19,,8600000US79240,ZCTA5 79240,48,79240
35,,38,,31,,37,,31,,37,,31,,37,,0,,14,,0,,14,,4,,7,,8600000US79259,ZCTA5 79259,48,79259
833,,162,,459,,98,,459,,98,,452,,99,,7,,9,,0,,14,,374,,97,,8600000US79312,ZCTA5 79312,48,79312
29,,34,,17,,26,,17,,26,,17,,26,,0,,14,,0,,14,,12,,12,,8600000US79324,ZCTA5 79324,48,79324
2501,,304,,1645,,287,,1645,,287,,1606,,288,,39,,22,,0,,14,,856,,168,,8600000US79329,ZCTA5 79329,48,79329
307,,123,,191,,105,,191,,105,,189,,105,,2,,4,,0,,14,,116,,47,,8600000US79342,ZCTA5 79342,48,79342
590,,131,,416,,105,,416,,105,,405,,99,,11,,12,,0,,14,,174,,56,,8600000US79367,ZCTA5 79367,48,79367
1339,,115,,658,,102,,658,,102,,586,,80,,72,,50,,0,,14,,681,,73,,8600000US79370,ZCTA5 79370,48,79370
1108,,213,,782,,189,,782,,189,,750,,189,,32,,16,,0,,14,,326,,66,,8600000US79371,ZCTA5 79371,48,79371
1875,,159,,958,,115,,958,,115,,902,,134,,56,,40,,0,,14,,917,,123,,8600000US79752,ZCTA5 79752,48,79752
1611,,428,,1177,,337,,1177,,337,,1177,,337,,0,,14,,0,,14,,434,,224,,8600000US79758,ZCTA5 79758,48,79758
11238,,338,,5587,,512,,5587,,512,,5084,,474,,503,,279,,0,,21,,5651,,594,,8600000US79772,ZCTA5 79772,48,79772
14250,,570,,10214,,559,,10207,,558,,9621,,507,,586,,263,,7,,11,,4036,,452,,8600000US79110,ZCTA5 79110,48,79110
1601,,250,,815,,173,,815,,173,,788,,166,,27,,24,,0,,14,,786,,211,,8600000US79111,ZCTA5 79111,48,79111
13664,,664,,9632,,592,,9632,,592,,9465,,595,,167,,70,,0,,21,,4032,,469,,8600000US79119,ZCTA5 79119,48,79119
6128,,139,,3141,,311,,3141,,311,,2888,,326,,253,,138,,0,,19,,2987,,303,,8600000US79201,ZCTA5 79201,48,79201
157,,49,,78,,31,,78,,31,,74,,33,,4,,6,,0,,14,,79,,39,,8600000US79220,ZCTA5 79220,48,79220
42,,31,,30,,28,,30,,28,,30,,28,,0,,14,,0,,14,,12,,11,,8600000US79247,ZCTA5 79247,48,79247
2528,,284,,1497,,193,,1497,,193,,1442,,180,,55,,40,,0,,14,,1031,,195,,8600000US79311,ZCTA5 79311,48,79311
4944,,308,,3162,,312,,3162,,312,,3022,,282,,140,,104,,0,,19,,1782,,352,,8600000US79323,ZCTA5 79323,48,79323
41,,36,,22,,25,,22,,25,,22,,25,,0,,14,,0,,14,,19,,20,,8600000US79326,ZCTA5 79326,48,79326
1997,,218,,1173,,207,,1173,,207,,1097,,203,,76,,55,,0,,14,,824,,161,,8600000US79359,ZCTA5 79359,48,79359
